Name,Timing,Result
is_power_of_two_unsat_test,0.832072,passed
ptr_eq_unsat_test,0.93213,passed
array_list_clean_up_unsat_test,0.948906,passed
add_size_checked_unsat_test,0.978367,passed
nospec_mask_unsat_test,0.997538,passed
add_size_saturating_unsat_test,1.01149,passed
round_up_to_power_of_two_unsat_test,1.10996,passed
array_eq_c_str_ignore_case_unsat_test,1.12867,passed
mul_size_checked_unsat_test,1.29211,passed
mul_size_saturating_unsat_test,1.36434,passed
array_list_capacity_unsat_test,1.46942,passed
array_list_length_unsat_test,1.48447,passed
array_list_get_at_ptr_unsat_test,1.54171,passed
array_eq_unsat_test,1.85,passed
array_eq_c_str_unsat_test,1.85288,passed
array_list_init_dynamic_unsat_test,1.85068,passed
array_list_init_static_unsat_test,1.85646,passed
array_list_get_at_unsat_test,1.88615,passed
array_list_front_unsat_test,2.0928,passed
array_list_back_unsat_test,2.14809,passed
byte_buf_append_unsat_test,1.19938,passed
byte_buf_advance_unsat_test,1.27529,passed
byte_buf_clean_up_unsat_test,1.04047,passed
array_list_sort_unsat_test,1.51527,passed
byte_buf_clean_up_secure_unsat_test,1.04524,passed
byte_buf_append_dynamic_unsat_test,1.40267,passed
array_list_pop_back_unsat_test,2.43774,passed
byte_buf_eq_c_str_unsat_test,1.19398,passed
byte_buf_eq_c_str_ignore_case_unsat_test,1.23743,passed
byte_buf_append_with_lookup_unsat_test,1.69037,passed
array_list_clear_unsat_test,2.80819,passed
byte_buf_from_empty_array_unsat_test,1.03396,passed
byte_buf_from_array_unsat_test,1.08034,passed
byte_buf_init_unsat_test,1.06962,passed
array_eq_ignore_case_unsat_test,3.19316,passed
byte_buf_from_c_str_unsat_test,1.39058,passed
array_list_ensure_capacity_unsat_test,3.29251,passed
byte_buf_reserve_unsat_test,1.13323,passed
byte_buf_init_copy_from_cursor_unsat_test,1.19053,passed
byte_buf_reserve_relative_unsat_test,1.19591,passed
array_list_pop_front_unsat_test,3.4423,passed
byte_buf_secure_zero_unsat_test,1.1328,passed
byte_buf_reset_unsat_test,1.1641,passed
byte_buf_eq_unsat_test,2.03032,passed
byte_buf_write_be16_unsat_test,1.17887,passed
byte_buf_write_be32_unsat_test,1.1759,passed
byte_buf_write_unsat_test,1.42748,passed
array_list_pop_front_n_unsat_test,3.85252,passed
byte_buf_write_be64_unsat_test,1.20405,passed
array_list_swap_contents_unsat_test,3.08669,passed
byte_buf_write_u8_unsat_test,1.17509,passed
byte_cursor_advance_unsat_test,1.18931,passed
byte_buf_init_copy_unsat_test,2.05189,passed
byte_cursor_advance_nospec_unsat_test,1.32365,passed
byte_buf_write_from_whole_cursor_unsat_test,1.60585,passed
byte_buf_write_from_whole_buffer_unsat_test,1.64658,passed
byte_buf_cat_unsat_test,3.32545,passed
byte_cursor_from_array_unsat_test,1.02703,passed
byte_cursor_eq_c_str_unsat_test,1.15919,passed
byte_cursor_from_buf_unsat_test,1.15945,passed
byte_cursor_eq_c_str_ignore_case_unsat_test,1.20823,passed
byte_cursor_compare_lexical_unsat_test,1.62844,passed
byte_cursor_from_string_unsat_test,1.21263,passed
byte_cursor_eq_byte_buf_unsat_test,1.5338,passed
byte_cursor_from_c_str_unsat_test,1.28788,passed
byte_cursor_left_trim_pred_unsat_test,1.16407,passed
byte_cursor_eq_unsat_test,1.7092,passed
array_list_shrink_to_fit_unsat_test,5.13435,passed
byte_cursor_read_be16_unsat_test,1.19246,passed
byte_cursor_read_be32_unsat_test,1.19502,passed
byte_cursor_read_u8_unsat_test,1.15007,passed
byte_cursor_read_unsat_test,1.46142,passed
byte_cursor_read_be64_unsat_test,1.21649,passed
byte_buf_eq_ignore_case_unsat_test,3.50342,passed
byte_cursor_read_and_fill_buffer_unsat_test,1.5465,passed
byte_cursor_right_trim_pred_unsat_test,1.15593,passed
hash_ptr_unsat_test,1.03974,passed
byte_cursor_satisfies_pred_unsat_test,1.149,passed
byte_buf_write_from_whole_string_unsat_test,2.9585,passed
hash_array_ignore_case_unsat_test,1.18186,passed
byte_cursor_compare_lookup_unsat_test,2.57066,passed
hash_byte_cursor_ptr_ignore_case_unsat_test,1.2032,passed
byte_cursor_eq_ignore_case_unsat_test,2.51848,passed
hash_string_unsat_test,1.52125,passed
hash_callback_string_destroy_unsat_test,1.32974,passed
byte_cursor_trim_pred_unsat_test,1.84148,passed
array_list_push_back_unsat_test,6.29366,passed
array_list_comparator_string_unsat_test,6.41912,passed
byte_cursor_eq_byte_buf_ignore_case_unsat_test,3.24286,passed
hash_c_string_unsat_test,1.77841,passed
hash_table_move_unsat_test,1.44458,passed
hash_table_get_entry_count_unsat_test,1.46071,passed
hash_iter_done_unsat_test,1.90864,passed
hash_table_clean_up_unsat_test,1.84565,passed
linked_list_init_unsat_test,0.875563,passed
hash_table_clear_unsat_test,1.90445,passed
hash_callback_c_str_eq_unsat_test,2.51771,passed
array_list_copy_unsat_test,7.43192,passed
linked_list_remove_unsat_test,0.887875,passed
hash_table_init_unbounded_unsat_test,1.65176,passed
hash_table_swap_unsat_test,2.28191,passed
linked_list_prev_unsat_test,0.892177,passed
hash_table_init_bounded_unsat_test,2.03865,passed
hash_iter_begin_unsat_test,2.97545,passed
linked_list_next_unsat_test,0.889615,passed
linked_list_node_reset_unsat_test,0.876909,passed
hash_callback_string_eq_unsat_test,3.46414,passed
linked_list_insert_after_unsat_test,0.87804,passed
linked_list_insert_before_unsat_test,0.876773,passed
array_list_erase_unsat_test,8.43615,passed
hash_iter_begin_done_unsat_test,3.44301,passed
hash_byte_cursor_ptr_unsat_test,3.91699,passed
linked_list_front_unsat_test,2.49878,passed
string_bytes_unsat_test,1.19014,passed
hash_iter_next_unsat_test,3.73807,passed
linked_list_back_unsat_test,3.21136,passed
linked_list_begin_unsat_test,3.0474,passed
linked_list_end_unsat_test,3.13831,passed
linked_list_pop_back_unsat_test,3.27877,passed
string_destroy_unsat_test,1.11639,passed
linked_list_pop_front_unsat_test,3.28167,passed
string_new_from_c_str_unsat_test,1.42767,passed
linked_list_rbegin_unsat_test,2.90725,passed
string_destroy_secure_unsat_test,1.20371,passed
linked_list_rend_unsat_test,2.91496,passed
linked_list_push_back_unsat_test,3.45862,passed
string_new_from_string_unsat_test,1.91346,passed
string_new_from_array_unsat_test,2.29352,passed
string_eq_c_str_unsat_test,2.7875,passed
string_eq_ignore_case_unsat_test,2.89131,passed
priority_queue_clean_up_unsat_test,1.13594,passed
string_eq_byte_buf_ignore_case_unsat_test,3.27589,passed
ring_buffer_clean_up_unsat_test,1.1419,passed
ring_buffer_init_unsat_test,1.05211,passed
priority_queue_init_static_unsat_test,1.58865,passed
string_eq_unsat_test,3.82746,passed
linked_list_push_front_unsat_test,4.5016,passed
priority_queue_size_unsat_test,2.63967,passed
string_compare_unsat_test,4.10777,passed
string_eq_byte_buf_unsat_test,3.90917,passed
string_eq_byte_cursor_unsat_test,3.6433,passed
priority_queue_capacity_unsat_test,2.54439,passed
priority_queue_init_dynamic_unsat_test,1.9774,passed
byte_buf_eq2_unsat_test,1.6392,passed
hash_table_find_unsat_test,6.48245,passed
priority_queue_top_unsat_test,2.75332,passed
string_eq_byte_cursor_ignore_case_unsat_test,4.74283,passed
string_eq_c_str_ignore_case_unsat_test,5.15295,passed
hash_table_remove_unsat_test,8.06022,passed
hash_table_foreach_unsat_test,9.14313,passed
hash_table_put_unsat_test,10.2662,passed
priority_queue_s_sift_either_unsat_test,5.08562,passed
hash_table_create_unsat_test,12.4823,passed
linked_list_swap_contents_unsat_test,11.07,passed
priority_queue_pop_unsat_test,7.34975,passed
priority_queue_s_remove_node_unsat_test,7.69987,passed
priority_queue_remove_unsat_test,8.10811,passed
array_list_set_at_unsat_test,19.8332,passed
ring_buffer_acquire_unsat_test,8.98321,passed
ring_buffer_buf_belongs_to_pool_unsat_test,15.1867,passed
array_list_swap_unsat_test,26.8974,passed
ring_buffer_acquire_up_to_unsat_test,23.8106,passed
hash_table_eq_unsat_test,31.5103,passed
ring_buffer_release_unsat_test,25.8548,passed
hash_iter_delete_unsat_test,33.7727,passed
hash_table_foreach_deep_loose_unsat_test,39.1375,passed
hash_table_foreach_deep_precise_unsat_test,44.1434,passed
priority_queue_push_unsat_test,46.6439,passed
priority_queue_push_ref_unsat_test,51.7645,passed
priority_queue_s_swap_unsat_test,88.8918,passed
priority_queue_s_sift_up_unsat_test,600.136,failed
priority_queue_s_sift_down_unsat_test,600.053,failed
