job_name,result,bmc.circ_sz,bmc.dag_sz,bmc_time,bmc_solve_time,cda_time,gssa_time,opsem_assert_time,opsem_simp_time,seahorn_total_time
byte_cursor_from_c_str,TRUE,5,603,0.07,0.01,0.00,0.00,0.00,0.05,0.10
byte_cursor_from_string,TRUE,5,274,0.02,0.00,0.00,0.00,0.00,0.01,0.02
byte_cursor_left_trim_pred,TRUE,4,270,0.03,0.00,0.00,0.00,0.00,0.01,0.05
byte_cursor_eq_ignore_case,TRUE,4,1944,0.17,0.07,0.00,0.00,0.00,0.08,0.21
byte_cursor_read,TRUE,5,345,0.09,0.03,0.00,0.00,0.00,0.05,0.11
byte_cursor_read_be16,TRUE,4,188,0.03,0.00,0.00,0.00,0.00,0.02,0.05
byte_cursor_read_be32,TRUE,4,210,0.03,0.01,0.00,0.00,0.00,0.02,0.06
byte_cursor_read_be64,TRUE,4,253,0.03,0.01,0.00,0.00,0.00,0.02,0.05
byte_cursor_read_and_fill_buffer,TRUE,5,383,0.14,0.05,0.00,0.00,0.00,0.07,0.17
byte_cursor_right_trim_pred,TRUE,4,278,0.03,0.01,0.00,0.00,0.00,0.01,0.05
byte_cursor_read_u8,TRUE,5,248,0.05,0.01,0.00,0.00,0.00,0.03,0.06
byte_cursor_satisfies_pred,TRUE,4,226,0.02,0.00,0.00,0.00,0.00,0.01,0.04
hash_ptr,TRUE,4,15,0.00,0.00,0.00,0.00,0.00,0.01
hash_array_ignore_case,TRUE,5,110,0.00,0.00,0.00,0.00,0.00,0.00,0.02
hash_byte_cursor_ptr_ignore_case,TRUE,4,106,0.01,0.00,0.00,0.00,0.00,0.00,0.02
byte_cursor_trim_pred,TRUE,4,453,0.12,0.07,0.00,0.00,0.00,0.03,0.14
hash_string,TRUE,5,212,0.03,0.00,0.00,0.00,0.02,0.07
hash_callback_string_destroy,TRUE,5,147,0.01,0.00,0.00,0.00,0.00,0.02
array_list_front,TRUE,6,151,4.41,4.39,0.00,0.00,0.00,0.01,4.44
hash_c_string,TRUE,5,669,0.12,0.01,0.01,0.01,0.09,0.17
hash_table_move,TRUE,5,431,0.27,0.17,0.00,0.00,0.00,0.09,0.29
hash_table_get_entry_count,TRUE,5,432,0.35,0.24,0.00,0.00,0.00,0.10,0.38
hash_table_clean_up,TRUE,5,744,0.56,0.26,0.01,0.00,0.00,0.29,0.60
hash_iter_done,TRUE,5,551,0.68,0.46,0.01,0.00,0.00,0.21,0.72
hash_byte_cursor_ptr,TRUE,4,313,0.12,0.01,0.01,0.01,0.00,0.09,0.22
hash_callback_string_eq,TRUE,6,2098,0.97,0.58,0.00,0.00,0.00,0.36,1.02
hash_table_clear,TRUE,5,763,0.60,0.23,0.01,0.00,0.00,0.35,0.66
hash_table_init_bounded,TRUE,5,1161,0.36,0.18,0.00,0.00,0.00,0.16,0.39
hash_table_init_unbounded,TRUE,5,1041,0.50,0.34,0.00,0.00,0.00,0.14,0.52
hash_iter_next,TRUE,5,831,1.12,0.78,0.01,0.00,0.00,0.31,1.16
linked_list_back,TRUE,4,623,0.19,0.12,0.00,0.00,0.00,0.06,0.23
hash_callback_c_str_eq,TRUE,6,1555,1.28,1.02,0.01,0.00,0.00,0.24,1.33
linked_list_begin,TRUE,4,618,0.19,0.11,0.00,0.00,0.00,0.07,0.23
linked_list_init,TRUE,4,15,0.00,0.00,0.00,0.00,0.00,0.00,0.01
linked_list_remove,TRUE,4,15,0.00,0.00,0.00,0.00,0.00,0.00,0.01
linked_list_end,TRUE,4,614,0.21,0.13,0.00,0.00,0.00,0.06,0.24
linked_list_prev,TRUE,4,15,0.00,0.00,0.00,0.00,0.00,0.00,0.01
linked_list_next,TRUE,4,15,0.00,0.00,0.00,0.00,0.00,0.00,0.01
hash_iter_begin_done,TRUE,5,1396,1.56,0.75,0.04,0.02,0.00,0.77,1.68
linked_list_node_reset,TRUE,4,64,0.00,0.00,0.00,0.00,0.00,0.00,0.02
linked_list_front,TRUE,4,694,0.30,0.20,0.00,0.00,0.00,0.09,0.34
hash_iter_delete,TRUE,5,1458,1.90,1.23,0.01,0.00,0.00,0.64,1.96
array_list_pop_back,TRUE,5,142,6.67,6.66,0.00,0.00,0.00,0.01,6.71
linked_list_insert_after,TRUE,4,15,0.00,0.00,0.00,0.00,0.00,0.00,0.01
array_list_swap,TRUE,5,467,6.16,6.12,0.00,0.00,0.00,0.03,6.20
hash_iter_begin,TRUE,5,1193,2.36,1.83,0.01,0.01,0.00,0.50,2.44
linked_list_insert_before,TRUE,4,15,0.00,0.00,0.00,0.00,0.00,0.00,0.01
linked_list_pop_back,TRUE,4,915,0.43,0.27,0.01,0.00,0.00,0.14,0.48
hash_table_swap,TRUE,6,1129,2.58,2.09,0.00,0.00,0.00,0.48,2.64
string_bytes,TRUE,5,135,0.02,0.01,0.00,0.00,0.00,0.01,0.03
linked_list_pop_front,TRUE,4,923,0.69,0.50,0.01,0.00,0.00,0.17,0.75
linked_list_push_back,TRUE,4,636,0.37,0.27,0.01,0.00,0.00,0.09,0.41
linked_list_rbegin,TRUE,4,743,0.26,0.17,0.01,0.00,0.00,0.07,0.31
linked_list_rend,TRUE,4,623,0.27,0.17,0.00,0.00,0.00,0.08,0.31
string_eq_byte_buf,TRUE,6,972,0.29,0.20,0.00,0.00,0.00,0.07,0.32
linked_list_push_front,TRUE,4,998,0.72,0.55,0.01,0.00,0.00,0.16,0.78
string_eq_byte_buf_ignore_case,TRUE,6,2435,0.22,0.09,0.00,0.00,0.00,0.11,0.27
array_list_shrink_to_fit,TRUE,6,200,7.96,7.93,0.00,0.00,0.00,0.01,7.99
string_eq_byte_cursor,TRUE,5,953,0.32,0.21,0.00,0.00,0.00,0.09,0.34
string_eq_byte_cursor_ignore_case,TRUE,5,3511,0.39,0.14,0.00,0.00,0.00,0.22,0.45
string_new_from_array,TRUE,6,663,0.22,0.20,0.00,0.00,0.00,0.02,0.25
string_new_from_c_str,TRUE,6,594,0.08,0.02,0.00,0.00,0.00,0.05,0.11
string_destroy,TRUE,5,132,0.01,0.00,0.00,0.00,0.00,0.03
string_eq_c_str,TRUE,6,1310,0.55,0.29,0.00,0.00,0.00,0.24,0.59
string_destroy_secure,TRUE,5,360,0.02,0.01,0.00,0.00,0.00,0.01,0.04
string_new_from_string,TRUE,6,833,0.21,0.15,0.00,0.00,0.00,0.06,0.23
string_eq,TRUE,6,1280,1.05,0.89,0.00,0.00,0.00,0.15,1.09
priority_queue_clean_up,TRUE,6,27,0.01,0.00,0.00,0.00,0.00,0.03
priority_queue_init_static,TRUE,12,50,0.04,0.04,0.00,0.00,0.00,0.00,0.07
ring_buffer_clean_up,TRUE,5,22,0.01,0.00,0.00,0.00,0.00,0.01,0.03
priority_queue_init_dynamic,TRUE,5,76,0.05,0.04,0.00,0.00,0.00,0.00,0.08
string_eq_ignore_case,TRUE,6,3966,0.86,0.27,0.00,0.00,0.00,0.56,0.94
ring_buffer_init,TRUE,5,53,0.01,0.00,0.00,0.00,0.00,0.01,0.02
string_eq_c_str_ignore_case,TRUE,6,3988,1.08,0.31,0.00,0.00,0.00,0.74,1.16
string_compare,TRUE,6,1347,1.80,1.61,0.00,0.00,0.00,0.18,1.83
priority_queue_size,TRUE,6,216,0.39,0.38,0.00,0.00,0.00,0.01,0.45
priority_queue_capacity,TRUE,6,214,0.32,0.30,0.00,0.00,0.00,0.01,0.38
byte_buf_eq2,TRUE,6,727,0.21,0.13,0.00,0.00,0.00,0.07,0.24
priority_queue_top,TRUE,6,218,0.33,0.32,0.00,0.00,0.00,0.01,0.38
hash_table_create,TRUE,6,3617,5.30,2.52,0.02,0.02,0.00,2.71,5.43
array_list_copy,TRUE,7,152,11.13,11.10,0.00,0.00,0.00,0.01,11.17
hash_table_put,TRUE,6,3456,5.63,3.03,0.02,0.02,0.00,2.53,5.77
priority_queue_s_sift_either,TRUE,6,2014,1.05,0.79,0.01,0.00,0.00,0.23,1.12
hash_table_foreach,TRUE,5,1028,6.99,6.03,0.03,0.02,0.00,0.88,7.11
