Name,Timing,Result
is_power_of_two_unsat_test,0.83552,passed
array_list_clean_up_unsat_test,0.934579,passed
add_size_checked_unsat_test,0.967884,passed
add_size_saturating_unsat_test,0.999181,passed
ptr_eq_unsat_test,0.980706,passed
nospec_mask_unsat_test,1.04375,passed
round_up_to_power_of_two_unsat_test,1.17021,passed
array_list_get_at_unsat_test,1.37404,passed
mul_size_checked_unsat_test,1.42646,passed
mul_size_saturating_unsat_test,1.4533,passed
array_list_capacity_unsat_test,1.4786,passed
array_list_length_unsat_test,1.49203,passed
array_list_sort_unsat_test,1.53993,passed
array_list_get_at_ptr_unsat_test,1.57132,passed
array_list_init_dynamic_unsat_test,1.77471,passed
array_list_init_static_unsat_test,1.90385,passed
array_list_back_unsat_test,2.06633,passed
array_list_front_unsat_test,2.10748,passed
array_eq_c_str_ignore_case_unsat_test,1.23087,passed
byte_buf_append_unsat_test,1.17554,passed
byte_buf_advance_unsat_test,1.32101,passed
byte_buf_clean_up_unsat_test,1.02978,passed
byte_buf_clean_up_secure_unsat_test,1.02902,passed
byte_buf_append_dynamic_unsat_test,1.43677,passed
array_list_pop_back_unsat_test,2.50109,passed
array_list_pop_front_unsat_test,2.78292,passed
array_list_clear_unsat_test,2.79418,passed
byte_buf_from_array_unsat_test,1.06517,passed
byte_buf_eq_c_str_ignore_case_unsat_test,1.2981,passed
byte_buf_eq_c_str_unsat_test,1.3608,passed
array_list_shrink_to_fit_unsat_test,2.96312,passed
byte_buf_append_with_lookup_unsat_test,1.8194,passed
array_list_swap_contents_unsat_test,3.14316,passed
byte_buf_from_empty_array_unsat_test,1.09586,passed
byte_buf_init_unsat_test,1.09125,passed
byte_buf_reserve_unsat_test,1.08805,passed
array_list_ensure_capacity_unsat_test,3.42909,passed
byte_buf_init_copy_from_cursor_unsat_test,1.2615,passed
byte_buf_reserve_relative_unsat_test,1.1848,passed
byte_buf_reset_unsat_test,1.18405,passed
byte_buf_secure_zero_unsat_test,1.22134,passed
array_eq_c_str_unsat_test,2.91981,passed
array_list_erase_unsat_test,3.78327,passed
byte_buf_write_be32_unsat_test,1.15176,passed
array_eq_unsat_test,3.95446,passed
byte_buf_write_be16_unsat_test,1.18081,passed
byte_buf_write_unsat_test,1.50331,passed
byte_buf_write_be64_unsat_test,1.22052,passed
byte_buf_write_u8_unsat_test,1.10382,passed
byte_cursor_advance_unsat_test,1.19587,passed
byte_buf_cat_unsat_test,3.10787,passed
byte_cursor_advance_nospec_unsat_test,1.43242,passed
byte_buf_write_from_whole_cursor_unsat_test,1.74285,passed
byte_buf_write_from_whole_buffer_unsat_test,1.78204,passed
array_eq_ignore_case_unsat_test,3.80196,passed
byte_cursor_from_array_unsat_test,1.04026,passed
byte_cursor_eq_c_str_unsat_test,1.3438,passed
byte_cursor_eq_c_str_ignore_case_unsat_test,1.29687,passed
byte_cursor_from_string_unsat_test,1.12165,passed
byte_cursor_from_buf_unsat_test,1.15529,passed
byte_buf_from_c_str_unsat_test,3.21282,passed
byte_cursor_left_trim_pred_unsat_test,1.16515,passed
byte_buf_eq_ignore_case_unsat_test,3.83931,passed
array_list_push_back_unsat_test,5.41089,passed
byte_buf_eq_unsat_test,3.97875,passed
byte_cursor_read_be16_unsat_test,1.1342,passed
byte_cursor_eq_byte_buf_unsat_test,2.09431,passed
byte_cursor_compare_lexical_unsat_test,2.45109,passed
