job_name,result,bmc.circ_sz,bmc.dag_sz,bmc_time,bmc_solve_time,cda_time,gssa_time,opsem_assert_time,opsem_simp_time,seahorn_total_time
linked_list_begin,TRUE,4,618,1.66,1.56,0.00,0.00,0.00,0.07,1.70
linked_list_back,TRUE,4,623,1.94,1.87,0.00,0.00,0.00,0.05,1.98
linked_list_end,TRUE,4,614,1.96,1.88,0.00,0.00,0.00,0.06,2.00
linked_list_pop_front,TRUE,4,923,1.81,1.61,0.01,0.00,0.00,0.17,1.85
linked_list_pop_back,TRUE,4,915,1.88,1.72,0.01,0.00,0.00,0.13,1.93
string_destroy,TRUE,5,132,0.07,0.05,0.00,0.00,0.00,0.09
string_new_from_c_str,TRUE,6,594,0.18,0.12,0.00,0.00,0.00,0.04,0.21
string_destroy_secure,TRUE,5,360,0.13,0.11,0.00,0.00,0.00,0.01,0.15
linked_list_rend,TRUE,4,623,1.58,1.48,0.00,0.00,0.00,0.07,1.61
linked_list_rbegin,TRUE,4,743,1.69,1.59,0.01,0.00,0.00,0.07,1.73
string_new_from_string,TRUE,6,833,0.74,0.67,0.00,0.00,0.00,0.06,0.76
hash_table_find,TRUE,5,1346,3.54,2.85,0.01,0.01,0.00,0.66,3.61
linked_list_push_back,TRUE,4,636,2.11,2.00,0.01,0.00,0.00,0.08,2.15
linked_list_push_front,TRUE,4,998,2.24,2.05,0.01,0.00,0.00,0.16,2.28
string_new_from_array,TRUE,6,663,1.18,1.14,0.00,0.00,0.00,0.02,1.20
priority_queue_clean_up,TRUE,6,27,0.02,0.01,0.00,0.00,0.00,0.03
string_eq_c_str,TRUE,6,1310,1.54,1.29,0.00,0.00,0.00,0.23,1.58
string_eq_byte_buf_ignore_case,TRUE,6,2435,1.91,1.77,0.00,0.00,0.00,0.11,1.95
ring_buffer_clean_up,TRUE,5,22,0.03,0.01,0.00,0.00,0.00,0.01,0.06
priority_queue_init_static,TRUE,12,50,0.38,0.36,0.00,0.00,0.00,0.00,0.40
ring_buffer_init,TRUE,5,53,0.04,0.02,0.00,0.00,0.00,0.01,0.06
string_eq_ignore_case,TRUE,6,3966,1.76,1.18,0.00,0.00,0.00,0.54,1.80
string_eq,TRUE,6,1280,2.64,2.47,0.00,0.00,0.00,0.15,2.67
string_eq_byte_buf,TRUE,6,972,2.62,2.52,0.00,0.00,0.00,0.08,2.65
string_eq_byte_cursor,TRUE,5,953,2.54,2.43,0.00,0.00,0.00,0.09,2.57
priority_queue_size,TRUE,6,216,1.01,0.99,0.00,0.00,0.00,0.01,1.05
priority_queue_capacity,TRUE,6,214,1.06,1.03,0.00,0.00,0.00,0.01,1.10
priority_queue_init_dynamic,TRUE,5,76,0.77,0.75,0.00,0.00,0.00,0.00,0.79
string_compare,TRUE,6,1347,2.92,2.72,0.00,0.00,0.00,0.17,2.95
byte_buf_eq2,TRUE,6,727,0.41,0.32,0.00,0.00,0.00,0.07,0.44
priority_queue_top,TRUE,6,218,1.07,1.05,0.00,0.00,0.00,0.01,1.11
string_eq_byte_cursor_ignore_case,TRUE,5,3511,3.61,3.37,0.00,0.00,0.00,0.20,3.64
string_eq_c_str_ignore_case,TRUE,6,3988,3.95,3.19,0.00,0.00,0.00,0.74,3.99
hash_table_remove,TRUE,5,2538,6.76,5.00,0.01,0.01,0.00,1.71,6.83
hash_table_foreach,TRUE,5,1028,7.25,6.26,0.03,0.02,0.00,0.91,7.37
priority_queue_s_sift_either,TRUE,6,2014,2.69,2.44,0.02,0.00,0.00,0.22,2.78
hash_table_put,TRUE,6,3456,8.63,6.17,0.02,0.02,0.00,2.39,8.73
hash_table_create,TRUE,6,3617,10.39,7.58,0.02,0.02,0.00,2.74,10.49
priority_queue_s_remove_node,TRUE,7,2287,4.65,4.24,0.02,0.01,0.00,0.38,4.72
priority_queue_pop,TRUE,7,216,4.75,4.70,0.02,0.00,0.00,0.02,4.82
linked_list_swap_contents,TRUE,4,3806,8.53,7.13,0.06,0.01,0.00,1.30,8.69
priority_queue_remove,TRUE,7,260,5.03,4.98,0.02,0.00,0.00,0.02,5.10
priority_queue_s_sift_up,TRUE,6,5540,6.01,3.47,0.13,0.03,0.00,2.44,6.29
priority_queue_s_sift_down,TRUE,6,5450,5.89,3.42,0.14,0.03,0.00,2.38,6.18
array_list_set_at,TRUE,7,363,18.49,18.43,0.00,0.00,0.00,0.03,18.52
ring_buffer_acquire,TRUE,6,271,7.96,7.90,0.01,0.00,0.00,0.03,8.02
array_list_swap,TRUE,5,467,23.72,23.67,0.00,0.00,0.00,0.03,23.75
ring_buffer_buf_belongs_to_pool,TRUE,6,227,14.58,14.53,0.00,0.00,0.00,0.02,14.62
ring_buffer_acquire_up_to,TRUE,6,305,20.59,20.53,0.01,0.00,0.00,0.04,20.65
ring_buffer_release,TRUE,6,209,22.19,22.16,0.00,0.00,0.00,0.01,22.22
hash_table_eq,TRUE,6,8789,27.23,10.67,1.10,0.60,0.00,16.25,29.17
hash_iter_delete,TRUE,5,1458,32.26,31.61,0.01,0.00,0.00,0.62,32.30
hash_table_foreach_deep_loose,TRUE,5,9197,26.63,16.38,0.03,0.03,0.00,10.15,26.76
hash_table_foreach_deep_precise,TRUE,5,9256,32.87,21.28,0.03,0.04,0.00,11.47,32.99
priority_queue_push,TRUE,10,1290,42.81,42.56,0.01,0.00,0.00,0.21,42.87
priority_queue_push_ref,TRUE,10,1399,51.92,51.64,0.01,0.00,0.00,0.23,51.99
priority_queue_s_swap,TRUE,6,1150,85.47,85.32,0.01,0.00,0.00,0.13,85.51
