job_name,result,bmc.circ_sz,bmc.dag_sz,bmc_time,bmc_solve_time,cda_time,gssa_time,opsem_assert_time,opsem_simp_time,seahorn_total_time
byte_cursor_compare_lookup,TRUE,4,882,2.56,2.45,0.01,0.00,0.00,0.08,2.61
byte_cursor_read_u8,TRUE,5,409,0.71,0.67,0.00,0.00,0.00,0.02,0.72
hash_array_ignore_case,TRUE,5,131,0.04,0.02,0.00,0.00,0.00,0.01,0.06
hash_string,TRUE,5,185,0.10,0.08,0.00,0.00,0.01,0.12
byte_cursor_trim_pred,TRUE,4,460,0.67,0.60,0.00,0.00,0.00,0.03,0.70
hash_byte_cursor_ptr_ignore_case,TRUE,4,127,0.04,0.02,0.00,0.00,0.00,0.00,0.05
hash_callback_string_destroy,TRUE,5,134,0.06,0.05,0.00,0.00,0.00,0.07
byte_buf_cat,TRUE,8,488,6.85,6.77,0.01,0.00,0.00,0.04,6.90
hash_iter_done,TRUE,5,557,0.47,0.24,0.01,0.00,0.00,0.20,0.51
array_list_erase,TRUE,5,243,9.21,9.18,0.00,0.00,0.00,0.01,9.24
array_list_push_back,TRUE,7,293,9.10,9.07,0.00,0.00,0.00,0.02,9.13
hash_table_get_entry_count,TRUE,5,434,0.24,0.10,0.00,0.00,0.00,0.11,0.27
byte_cursor_read_be16,TRUE,4,197,4.30,4.27,0.00,0.00,0.00,0.01,4.33
hash_table_move,TRUE,5,433,0.24,0.13,0.00,0.00,0.00,0.10,0.27
byte_buf_init_copy_from_cursor,TRUE,6,319,7.95,7.92,0.00,0.00,0.00,0.01,7.96
hash_byte_cursor_ptr,TRUE,4,877,2.57,2.44,0.01,0.01,0.00,0.09,2.67
byte_buf_write_from_whole_buffer,TRUE,6,716,8.58,8.52,0.00,0.00,0.00,0.03,8.61
byte_buf_write_from_whole_cursor,TRUE,5,694,10.09,10.03,0.00,0.00,0.00,0.03,10.11
byte_cursor_read_be32,TRUE,4,225,8.32,8.29,0.00,0.00,0.00,0.02,8.33
hash_table_find,TRUE,5,1185,2.64,1.93,0.01,0.01,0.00,0.67,2.72
byte_buf_append_with_lookup,TRUE,5,670,14.14,14.08,0.00,0.00,0.00,0.04,14.18
hash_callback_string_eq,TRUE,6,988,11.18,11.03,0.00,0.00,0.00,0.13,11.21
hash_table_swap,TRUE,6,922,9.30,8.83,0.00,0.00,0.00,0.44,9.34
linked_list_init,TRUE,4,19,0.02,0.01,0.00,0.00,0.00,0.00,0.03
array_list_comparator_string,TRUE,6,1003,22.55,22.41,0.00,0.00,0.00,0.12,22.58
linked_list_remove,TRUE,4,19,0.02,0.01,0.00,0.00,0.00,0.00,0.04
byte_cursor_read_be64,TRUE,4,280,20.33,20.29,0.00,0.00,0.00,0.02,20.35
linked_list_prev,TRUE,4,19,0.02,0.01,0.00,0.00,0.00,0.00,0.03
byte_cursor_read,TRUE,5,675,23.83,23.76,0.00,0.00,0.00,0.04,23.84
linked_list_next,TRUE,4,19,0.02,0.01,0.00,0.00,0.00,0.00,0.03
hash_callback_c_str_eq,TRUE,6,1271,22.68,22.44,0.01,0.00,0.00,0.22,22.73
linked_list_node_reset,TRUE,4,112,1.76,1.74,0.00,0.00,0.00,0.00,1.76
byte_cursor_read_and_fill_buffer,TRUE,5,935,34.22,34.14,0.00,0.00,0.00,0.06,34.25
array_list_set_at,TRUE,7,632,40.37,40.32,0.00,0.00,0.00,0.03,40.40
linked_list_insert_after,TRUE,4,19,0.02,0.01,0.00,0.00,0.00,0.00,0.03
linked_list_insert_before,TRUE,4,19,0.02,0.01,0.00,0.00,0.00,0.00,0.03
linked_list_rbegin,TRUE,4,372,0.71,0.66,0.01,0.00,0.00,0.03,0.75
string_bytes,TRUE,5,123,0.67,0.66,0.00,0.00,0.00,0.00,0.69
hash_table_eq,TRUE,6,7504,51.89,31.16,1.10,0.61,0.00,20.37,53.86
hash_table_clear,TRUE,5,936,56.40,55.98,0.01,0.00,0.00,0.39,56.45
array_list_pop_front_n,TRUE,5,716,309.29,309.23,0.00,0.00,0.00,0.03,309.32
string_eq_byte_buf_ignore_case,TRUE,6,873,43.73,43.66,0.00,0.00,0.00,0.04,43.76
hash_table_clean_up,TRUE,5,917,404.57,404.22,0.01,0.00,0.00,0.33,404.62
string_eq_byte_cursor_ignore_case,TRUE,5,1109,112.42,112.32,0.00,0.00,0.00,0.07,112.45
string_destroy,TRUE,5,132,0.06,0.04,0.00,0.00,0.00,0.07
priority_queue_init_static,TRUE,12,54,0.43,0.42,0.00,0.00,0.00,0.00,0.45
priority_queue_size,TRUE,6,226,1.08,1.06,0.00,0.00,0.00,0.01,1.12
priority_queue_init_dynamic,TRUE,5,81,0.90,0.88,0.00,0.00,0.00,0.00,0.92
priority_queue_top,TRUE,6,228,1.05,1.03,0.00,0.00,0.00,0.01,1.08
priority_queue_capacity,TRUE,6,224,1.10,1.07,0.00,0.00,0.00,0.01,1.14
priority_queue_clean_up,TRUE,6,31,0.03,0.01,0.00,0.00,0.00,0.05
ring_buffer_clean_up,TRUE,5,26,0.03,0.01,0.00,0.00,0.00,0.01,0.05
ring_buffer_init,TRUE,5,151,0.04,0.02,0.00,0.00,0.00,0.01,0.06
string_new_from_array,FALSE,6,458,8.75,8.72,0.00,0.00,0.00,0.02,8.76
array_eq_c_str_ignore_case2,TRUE,5,293,0.07,0.04,0.00,0.00,0.01,0.09
array_eq_ignore_case2,TRUE,9,665,0.27,0.22,0.00,0.00,0.00,0.03,0.29
array_list_capacity2,TRUE,13,73,0.02,0.01,0.00,0.00,0.00,0.00,0.04
array_list_back2,TRUE,6,115,0.76,0.74,0.00,0.00,0.00,0.01,0.78
array_list_init_static2,TRUE,13,95,0.03,0.01,0.00,0.00,0.00,0.00,0.04
array_list_front2,TRUE,6,108,0.75,0.73,0.00,0.00,0.00,0.01,0.77
array_eq2,TRUE,9,679,2.22,2.14,0.00,0.00,0.00,0.06,2.24
array_list_get_at2,TRUE,6,111,1.19,1.17,0.00,0.00,0.00,0.01,1.21
array_list_get_at_ptr2,TRUE,5,99,0.89,0.87,0.00,0.00,0.00,0.01,0.91
array_list_length2,TRUE,5,77,0.85,0.83,0.00,0.00,0.00,0.00,0.87
string_eq_c_str_ignore_case,TRUE,6,1512,13.04,12.76,0.00,0.00,0.00,0.25,13.07
array_list_sort2,TRUE,12,72,0.03,0.01,0.00,0.00,0.00,0.00,0.04
array_list_ensure_capacity2,TRUE,9,129,2.40,2.37,0.00,0.00,0.00,0.01,2.42
byte_buf_advance2,TRUE,6,127,0.12,0.10,0.00,0.00,0.00,0.01,0.13
byte_buf_append2,TRUE,5,148,0.10,0.08,0.00,0.00,0.00,0.01,0.12
array_list_pop_back2,TRUE,5,136,2.05,2.03,0.00,0.00,0.00,0.01,2.07
byte_buf_append_dynamic2,TRUE,7,228,0.61,0.59,0.00,0.00,0.00,0.01,0.64
byte_buf_eq_c_str2,TRUE,5,298,0.07,0.04,0.00,0.00,0.01,0.09
byte_buf_eq_c_str_ignore_case2,TRUE,5,298,0.07,0.05,0.00,0.00,0.01,0.09
array_list_pop_front2,TRUE,5,405,2.98,2.95,0.00,0.00,0.00,0.01,3.00
byte_buf_eq_ignore_case2,TRUE,9,732,0.36,0.30,0.00,0.00,0.00,0.03,0.39
byte_buf_eq2,TRUE,6,756,2.22,2.12,0.00,0.00,0.00,0.07,2.26
byte_buf_write_be162,TRUE,5,115,0.07,0.04,0.00,0.00,0.00,0.01,0.08
byte_buf_write_be322,TRUE,5,115,0.06,0.05,0.00,0.00,0.00,0.01,0.08
byte_buf_write_be642,TRUE,5,131,0.08,0.06,0.00,0.00,0.00,0.00,0.10
