job_name,result,bmc_circuit_size,bmc_dag_size,bmc_time,bmc_solve_time,hybrid_smap_new,hybrid_smap_insert,hybrid_smap_hit,hybrid_smap_miss,hybrid_smap_abort,hybrid_smap_skip,hybrid_arm_skip_store,hybrid_arm_skip_memset,hybrid_arm_skip_memcpy,hybrid_ptr_norm,hybrid_rw_ite,opsem_simp_time,seahorn_total_time
byte_buf_from_empty_array,TRUE,9,127,0.02,0.01,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.03
byte_buf_init,TRUE,12,100,0.03,0.02,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.05
byte_buf_append_with_lookup,TRUE,17,699,0.94,0.91,4,52,76,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.01,0.97
byte_buf_reserve,TRUE,14,157,0.06,0.05,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.08
byte_buf_reset,TRUE,9,126,0.14,0.12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.15
byte_buf_reserve_relative,TRUE,14,236,0.14,0.13,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.17
byte_buf_init_copy_from_cursor,TRUE,14,246,0.28,0.26,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.29
array_eq_ignore_case,TRUE,12,2276,2.76,2.71,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.01,0.02,2.79
byte_buf_secure_zero,TRUE,11,163,0.17,0.16,1,14,8,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.18
byte_buf_write_be32,TRUE,11,168,0.08,0.06,3,3,5,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.10
byte_buf_write_be16,TRUE,11,168,0.07,0.06,3,3,5,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.08
byte_buf_write,TRUE,13,322,0.41,0.39,3,38,44,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.44
array_list_pop_front,TRUE,11,310,3.19,3.18,3,54,58,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,3.22
byte_buf_write_be64,TRUE,11,168,0.08,0.06,3,3,5,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.10
array_list_swap_contents,TRUE,12,271,2.11,2.09,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,2.14
array_eq,TRUE,12,1121,3.20,3.18,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.01,3.23
byte_buf_write_u8,TRUE,11,166,0.09,0.08,3,3,5,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.10
array_list_pop_front_n,TRUE,15,379,3.44,3.41,5,92,150,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,3.46
byte_buf_cat,TRUE,38,613,1.80,1.77,27,15,45,n/a,n/a,n/a,4,n/a,n/a,0.00,0.00,0.00,1.84
byte_cursor_advance,TRUE,8,203,0.22,0.20,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.23
byte_cursor_advance_nospec,TRUE,8,234,0.31,0.30,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.33
byte_cursor_eq_c_str,TRUE,9,313,0.12,0.12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.14
byte_cursor_eq_c_str_ignore_case,TRUE,9,313,0.15,0.14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.17
byte_buf_from_c_str,TRUE,9,913,1.99,1.96,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.01,2.03
byte_buf_write_from_whole_cursor,TRUE,19,437,0.79,0.77,6,66,86,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.82
array_list_push_front,TRUE,19,332,4.18,4.17,4,8,12,n/a,n/a,n/a,3,n/a,n/a,0.00,0.00,0.00,4.21
byte_cursor_from_array,TRUE,9,80,0.01,0.01,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.03
byte_cursor_from_buf,TRUE,9,156,0.06,0.04,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.07
byte_cursor_from_string,TRUE,9,322,0.10,0.08,n/a,n/a,n/a,n/a,n/a,n/a,120,n/a,n/a,0.00,0.00,0.00,0.12
byte_cursor_left_trim_pred,TRUE,8,358,0.05,0.03,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.08
byte_buf_write_from_whole_buffer,TRUE,20,484,1.12,1.09,10,106,122,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,1.15
array_list_push_back,TRUE,19,344,4.77,4.76,4,8,12,n/a,n/a,n/a,3,n/a,n/a,0.00,0.00,0.00,4.79
byte_cursor_eq_byte_buf,TRUE,11,781,0.77,0.75,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.80
byte_buf_eq_ignore_case,TRUE,12,2388,2.82,2.76,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.01,0.02,2.84
byte_cursor_read_be16,TRUE,12,252,0.11,0.09,1,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.12
byte_buf_eq,TRUE,12,1175,3.11,3.08,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,3.16
byte_cursor_eq,TRUE,10,767,1.23,1.21,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,1.25
array_list_shrink_to_fit,TRUE,14,300,4.28,4.27,3,3,5,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,4.31
byte_cursor_compare_lexical,TRUE,10,775,1.26,1.23,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,1.29
byte_cursor_read_be32,TRUE,12,283,0.14,0.12,1,2,n/a,n/a,1,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.16
byte_cursor_read,TRUE,15,481,0.69,0.66,2,54,50,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.01,0.71
hash_ptr,TRUE,7,26,0.02,0.01,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.04
byte_cursor_satisfies_pred,TRUE,8,272,0.05,0.04,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.07
byte_cursor_right_trim_pred,TRUE,8,340,0.11,0.09,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.14
byte_cursor_read_be64,TRUE,12,345,0.24,0.22,1,6,n/a,n/a,1,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.26
byte_cursor_read_u8,TRUE,13,338,0.14,0.12,1,46,32,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.15
byte_cursor_read_and_fill_buffer,TRUE,17,585,0.84,0.80,5,92,102,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.01,0.86
hash_array_ignore_case,TRUE,9,179,0.04,0.03,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.05
hash_string,TRUE,9,243,0.17,0.15,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,0.00,0.00,0.00,0.18
hash_byte_cursor_ptr_ignore_case,TRUE,8,184,0.03,0.03,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.05
byte_cursor_from_c_str,TRUE,9,775,1.61,1.59,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,1.64
byte_cursor_trim_pred,TRUE,8,595,0.62,0.59,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,0.65
byte_buf_init_copy,TRUE,13,1056,3.71,3.67,n/a,n/a,n/a,n/a,n/a,n/a,1746,n/a,n/a,0.00,0.01,0.01,3.73
hash_callback_string_destroy,TRUE,9,177,0.18,0.17,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,0.00,0.00,0.00,0.20
byte_cursor_eq_byte_buf_ignore_case,TRUE,11,2373,2.42,2.38,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.01,0.02,2.46
array_list_copy,TRUE,19,280,6.58,6.57,4,11,12,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,6.61
hash_table_move,TRUE,9,324,0.22,0.20,n/a,n/a,n/a,n/a,n/a,n/a,7,n/a,n/a,0.00,0.00,0.00,0.24
hash_table_get_entry_count,TRUE,9,326,0.27,0.25,n/a,n/a,n/a,n/a,n/a,n/a,7,n/a,n/a,0.00,0.00,0.00,0.30
hash_iter_done,TRUE,11,475,0.52,0.49,n/a,n/a,n/a,n/a,n/a,n/a,37,n/a,n/a,0.00,0.00,0.00,0.57
byte_cursor_eq_ignore_case,TRUE,10,2288,2.60,2.54,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.01,0.02,2.62
byte_cursor_compare_lookup,TRUE,14,1203,2.99,2.96,1,n/a,1,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.01,3.04
array_list_erase,TRUE,13,276,7.15,7.13,4,8,25,n/a,n/a,n/a,n/a,n/a,n/a,0.00,0.00,0.00,7.19
hash_table_clear,TRUE,9,703,0.82,0.79,n/a,n/a,n/a,n/a,n/a,n/a,15,n/a,n/a,0.00,0.00,0.00,0.86
hash_table_swap,TRUE,14,619,0.91,0.88,n/a,n/a,n/a,n/a,n/a,n/a,104,n/a,n/a,0.00,0.00,0.00,0.94
